RPT_DATE,RPT_YR,GEOGRAPHY,SVC_DESC,AMOUNT,AMOUNT_ANNOT,AMOUNT_TYPE
11/21/2022,FY2122,Marin,IHBS,68040,,MINUTES
11/21/2022,FY2122,Marin,IHBS,239519,,DOLLARS
11/21/2022,FY2122,Marin,MEDICATION_SUPPORT_SVCS,19,,MEMBERS
11/21/2022,FY2122,Marin,MEDICATION_SUPPORT_SVCS,6136,,MINUTES
11/21/2022,FY2122,Marin,MEDICATION_SUPPORT_SVCS,83144,,DOLLARS
11/21/2022,FY2122,Marin,MENTAL_HEALTH_SVCS,40,,MEMBERS
11/21/2022,FY2122,Marin,MENTAL_HEALTH_SVCS,53868,,MINUTES
11/21/2022,FY2122,Marin,MENTAL_HEALTH_SVCS,369852,,DOLLARS
11/21/2022,FY2122,Marin,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
11/21/2022,FY2122,Marin,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
11/21/2022,FY2122,Marin,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
11/21/2022,FY2122,Mariposa,ALL,43,,MEMBERS
11/21/2022,FY2122,Mariposa,ALL,349281,,DOLLARS
11/21/2022,FY2122,Mariposa,ICC,37,,MEMBERS
11/21/2022,FY2122,Mariposa,ICC,24615,,MINUTES
11/21/2022,FY2122,Mariposa,ICC,135875,,DOLLARS
11/21/2022,FY2122,Mariposa,IHBS,35,,MEMBERS
11/21/2022,FY2122,Mariposa,IHBS,26370,,MINUTES
11/21/2022,FY2122,Mariposa,IHBS,188282,,DOLLARS
11/21/2022,FY2122,Mariposa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
11/21/2022,FY2122,Mariposa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
11/21/2022,FY2122,Mariposa,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
11/21/2022,FY2122,Mendocino,ALL,138,,MEMBERS
11/21/2022,FY2122,Mendocino,ALL,1001329,,DOLLARS
11/21/2022,FY2122,Mendocino,ICC,135,,MEMBERS
11/21/2022,FY2122,Mendocino,ICC,109994,,MINUTES
11/21/2022,FY2122,Mendocino,ICC,276664,,DOLLARS
11/21/2022,FY2122,Mendocino,IHBS,105,,MEMBERS
11/21/2022,FY2122,Mendocino,IHBS,206438,,MINUTES
11/21/2022,FY2122,Mendocino,IHBS,632790,,DOLLARS
11/21/2022,FY2122,Mendocino,TFC,14,,MEMBERS
11/21/2022,FY2122,Mendocino,TFC,51,,DAYS
11/21/2022,FY2122,Mendocino,TFC,91875,,DOLLARS
11/21/2022,FY2122,Merced,ALL,291,,MEMBERS
11/21/2022,FY2122,Merced,ALL,1620931,,DOLLARS
11/21/2022,FY2122,Merced,CASE_MANAGEMENT/BROKERAGE,22,,MEMBERS
11/21/2022,FY2122,Merced,CASE_MANAGEMENT/BROKERAGE,4613,,MINUTES
11/21/2022,FY2122,Merced,CASE_MANAGEMENT/BROKERAGE,13802,,DOLLARS
11/21/2022,FY2122,Merced,CRISIS_INTERVENTION,,1,MEMBERS
11/21/2022,FY2122,Merced,CRISIS_INTERVENTION,,1,DOLLARS
11/21/2022,FY2122,Merced,CRISIS_INTERVENTION,,1,MINUTES
11/21/2022,FY2122,Merced,ICC,262,,MEMBERS
11/21/2022,FY2122,Merced,ICC,137399,,MINUTES
11/21/2022,FY2122,Merced,ICC,411099,,DOLLARS
11/21/2022,FY2122,Merced,IHBS,120,,MEMBERS
11/21/2022,FY2122,Merced,IHBS,324142,,MINUTES
11/21/2022,FY2122,Merced,IHBS,969832,,DOLLARS
11/21/2022,FY2122,Merced,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
11/21/2022,FY2122,Merced,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
11/21/2022,FY2122,Merced,MEDICATION_SUPPORT_SVCS,,1,MINUTES
11/21/2022,FY2122,Merced,MENTAL_HEALTH_SVCS,40,,MEMBERS
11/21/2022,FY2122,Merced,MENTAL_HEALTH_SVCS,62287,,MINUTES
11/21/2022,FY2122,Merced,MENTAL_HEALTH_SVCS,213022,,DOLLARS
11/21/2022,FY2122,Modoc,ALL,39,,MEMBERS
11/21/2022,FY2122,Modoc,ALL,58843,,DOLLARS
11/21/2022,FY2122,Modoc,CASE_MANAGEMENT/BROKERAGE,,1,MEMBERS
11/21/2022,FY2122,Modoc,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
11/21/2022,FY2122,Modoc,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
11/21/2022,FY2122,Modoc,CRISIS_INTERVENTION,,1,MEMBERS
11/21/2022,FY2122,Modoc,CRISIS_INTERVENTION,,1,DOLLARS
11/21/2022,FY2122,Modoc,CRISIS_INTERVENTION,,1,MINUTES
11/21/2022,FY2122,Modoc,ICC,28,,MEMBERS
11/21/2022,FY2122,Modoc,ICC,2797,,MINUTES
11/21/2022,FY2122,Modoc,ICC,9818,,DOLLARS
11/21/2022,FY2122,Modoc,IHBS,,1,MEMBERS
11/21/2022,FY2122,Modoc,IHBS,,1,DOLLARS
11/21/2022,FY2122,Modoc,IHBS,,1,MINUTES
11/21/2022,FY2122,Modoc,MENTAL_HEALTH_SVCS,23,,MEMBERS
11/21/2022,FY2122,Modoc,MENTAL_HEALTH_SVCS,11285,,MINUTES
11/21/2022,FY2122,Modoc,MENTAL_HEALTH_SVCS,40174,,DOLLARS
11/21/2022,FY2122,Mono,ALL,,1,MEMBERS
11/21/2022,FY2122,Mono,ALL,,1,DOLLARS
11/21/2022,FY2122,Mono,ICC,,1,MEMBERS
11/21/2022,FY2122,Mono,ICC,,1,DOLLARS
11/21/2022,FY2122,Mono,ICC,,1,MINUTES
11/21/2022,FY2122,Mono,MENTAL_HEALTH_SVCS,,1,MEMBERS
11/21/2022,FY2122,Mono,MENTAL_HEALTH_SVCS,,1,DOLLARS
11/21/2022,FY2122,Mono,MENTAL_HEALTH_SVCS,,1,MINUTES
11/21/2022,FY2122,Monterey,ALL,189,,MEMBERS
11/21/2022,FY2122,Monterey,ALL,2077767,,DOLLARS
11/21/2022,FY2122,Monterey,ICC,168,,MEMBERS
11/21/2022,FY2122,Monterey,ICC,163153,,MINUTES
11/21/2022,FY2122,Monterey,ICC,543112,,DOLLARS
11/21/2022,FY2122,Monterey,IHBS,100,,MEMBERS
11/21/2022,FY2122,Monterey,IHBS,407498,,MINUTES
11/21/2022,FY2122,Monterey,IHBS,1399432,,DOLLARS
11/21/2022,FY2122,Monterey,TFC,,1,MEMBERS
11/21/2022,FY2122,Monterey,TFC,,1,DAYS
11/21/2022,FY2122,Monterey,TFC,,1,DOLLARS
11/21/2022,FY2122,Napa,ALL,56,,MEMBERS
11/21/2022,FY2122,Napa,ALL,561826,,DOLLARS
11/21/2022,FY2122,Napa,CASE_MANAGEMENT/BROKERAGE,,1,MEMBERS
11/21/2022,FY2122,Napa,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
11/21/2022,FY2122,Napa,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
11/21/2022,FY2122,Napa,ICC,52,,MEMBERS
11/21/2022,FY2122,Napa,ICC,40927,,MINUTES
11/21/2022,FY2122,Napa,ICC,326673,,DOLLARS
11/21/2022,FY2122,Napa,IHBS,,1,MEMBERS
11/21/2022,FY2122,Napa,IHBS,,1,DOLLARS
11/21/2022,FY2122,Napa,IHBS,,1,MINUTES
11/21/2022,FY2122,Napa,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
11/21/2022,FY2122,Napa,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
11/21/2022,FY2122,Napa,MEDICATION_SUPPORT_SVCS,,1,MINUTES
11/21/2022,FY2122,Napa,MENTAL_HEALTH_SVCS,,1,MEMBERS
11/21/2022,FY2122,Napa,MENTAL_HEALTH_SVCS,,1,DOLLARS
11/21/2022,FY2122,Napa,MENTAL_HEALTH_SVCS,,1,MINUTES
11/21/2022,FY2122,Nevada,ALL,166,,MEMBERS
11/21/2022,FY2122,Nevada,ALL,1061041,,DOLLARS
11/21/2022,FY2122,Nevada,CASE_MANAGEMENT/BROKERAGE,33,,MEMBERS
11/21/2022,FY2122,Nevada,CASE_MANAGEMENT/BROKERAGE,10813,,MINUTES
11/21/2022,FY2122,Nevada,CASE_MANAGEMENT/BROKERAGE,22546,,DOLLARS
11/21/2022,FY2122,Nevada,ICC,152,,MEMBERS
11/21/2022,FY2122,Nevada,ICC,305940,,MINUTES
11/21/2022,FY2122,Nevada,ICC,678287,,DOLLARS
11/21/2022,FY2122,Nevada,IHBS,73,,MEMBERS
11/21/2022,FY2122,Nevada,IHBS,55612,,MINUTES
11/21/2022,FY2122,Nevada,IHBS,158563,,DOLLARS
11/21/2022,FY2122,Nevada,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
11/21/2022,FY2122,Nevada,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
11/21/2022,FY2122,Nevada,MEDICATION_SUPPORT_SVCS,,1,MINUTES
11/21/2022,FY2122,Nevada,MENTAL_HEALTH_SVCS,37,,MEMBERS
11/21/2022,FY2122,Nevada,MENTAL_HEALTH_SVCS,52925,,MINUTES
11/21/2022,FY2122,Nevada,MENTAL_HEALTH_SVCS,140517,,DOLLARS
11/21/2022,FY2122,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
11/21/2022,FY2122,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
11/21/2022,FY2122,Nevada,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
11/21/2022,FY2122,Orange,ALL,3007,,MEMBERS
11/21/2022,FY2122,Orange,ALL,12946097,,DOLLARS
11/21/2022,FY2122,Orange,CASE_MANAGEMENT/BROKERAGE,199,,MEMBERS
11/21/2022,FY2122,Orange,CASE_MANAGEMENT/BROKERAGE,39154,,MINUTES
11/21/2022,FY2122,Orange,CASE_MANAGEMENT/BROKERAGE,110386,,DOLLARS
11/21/2022,FY2122,Orange,CRISIS_INTERVENTION,96,,MEMBERS
11/21/2022,FY2122,Orange,CRISIS_INTERVENTION,30541,,MINUTES
11/21/2022,FY2122,Orange,CRISIS_INTERVENTION,150693,,DOLLARS
11/21/2022,FY2122,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,MEMBERS
11/21/2022,FY2122,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
11/21/2022,FY2122,Orange,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
11/21/2022,FY2122,Orange,CRISIS_STABILIZATION,63,,MEMBERS
11/21/2022,FY2122,Orange,CRISIS_STABILIZATION,1694,,HOURS
11/21/2022,FY2122,Orange,CRISIS_STABILIZATION,218253,,DOLLARS
11/21/2022,FY2122,Orange,ICC,2544,,MEMBERS
11/21/2022,FY2122,Orange,ICC,1723316,,MINUTES
11/21/2022,FY2122,Orange,ICC,3558846,,DOLLARS
11/21/2022,FY2122,Orange,IHBS,1736,,MEMBERS
11/21/2022,FY2122,Orange,IHBS,2027519,,MINUTES
11/21/2022,FY2122,Orange,IHBS,5152988,,DOLLARS
11/21/2022,FY2122,Orange,MEDICATION_SUPPORT_SVCS,257,,MEMBERS
11/21/2022,FY2122,Orange,MEDICATION_SUPPORT_SVCS,88694,,MINUTES
11/21/2022,FY2122,Orange,MEDICATION_SUPPORT_SVCS,445026,,DOLLARS
11/21/2022,FY2122,Orange,MENTAL_HEALTH_SVCS,623,,MEMBERS
11/21/2022,FY2122,Orange,MENTAL_HEALTH_SVCS,946323,,MINUTES
11/21/2022,FY2122,Orange,MENTAL_HEALTH_SVCS,2986245,,DOLLARS
11/21/2022,FY2122,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,36,,MEMBERS
11/21/2022,FY2122,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,93647,,MINUTES
11/21/2022,FY2122,Orange,THERAPEUTIC_BEHAVIORAL_SVCS,263765,,DOLLARS
11/21/2022,FY2122,Placer,ALL,207,,MEMBERS
11/21/2022,FY2122,Placer,ALL,1074566,,DOLLARS
11/21/2022,FY2122,Placer,CASE_MANAGEMENT/BROKERAGE,26,,MEMBERS
11/21/2022,FY2122,Placer,CASE_MANAGEMENT/BROKERAGE,6130,,MINUTES
11/21/2022,FY2122,Placer,CASE_MANAGEMENT/BROKERAGE,19117,,DOLLARS
11/21/2022,FY2122,Placer,CRISIS_INTERVENTION,,1,MEMBERS
11/21/2022,FY2122,Placer,CRISIS_INTERVENTION,,1,DOLLARS
11/21/2022,FY2122,Placer,CRISIS_INTERVENTION,,1,MINUTES
11/21/2022,FY2122,Placer,ICC,178,,MEMBERS
11/21/2022,FY2122,Placer,ICC,239249,,MINUTES
11/21/2022,FY2122,Placer,ICC,619584,,DOLLARS
11/21/2022,FY2122,Placer,IHBS,108,,MEMBERS
11/21/2022,FY2122,Placer,IHBS,330619,,MINUTES
11/21/2022,FY2122,Placer,IHBS,375122,,DOLLARS
11/21/2022,FY2122,Placer,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
11/21/2022,FY2122,Placer,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
11/21/2022,FY2122,Placer,MEDICATION_SUPPORT_SVCS,,1,MINUTES
11/21/2022,FY2122,Placer,MENTAL_HEALTH_SVCS,48,,MEMBERS
11/21/2022,FY2122,Placer,MENTAL_HEALTH_SVCS,14845,,MINUTES
11/21/2022,FY2122,Placer,MENTAL_HEALTH_SVCS,43127,,DOLLARS
11/21/2022,FY2122,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
11/21/2022,FY2122,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
11/21/2022,FY2122,Placer,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
11/21/2022,FY2122,Plumas,ALL,12,,MEMBERS
11/21/2022,FY2122,Plumas,ALL,69828,,DOLLARS
11/21/2022,FY2122,Plumas,CASE_MANAGEMENT/BROKERAGE,,1,MEMBERS
11/21/2022,FY2122,Plumas,CASE_MANAGEMENT/BROKERAGE,,1,DOLLARS
11/21/2022,FY2122,Plumas,CASE_MANAGEMENT/BROKERAGE,,1,MINUTES
11/21/2022,FY2122,Plumas,CRISIS_INTERVENTION,,1,MEMBERS
11/21/2022,FY2122,Plumas,CRISIS_INTERVENTION,,1,DOLLARS
11/21/2022,FY2122,Plumas,CRISIS_INTERVENTION,,1,MINUTES
11/21/2022,FY2122,Plumas,ICC,,1,MEMBERS
11/21/2022,FY2122,Plumas,ICC,,1,DOLLARS
11/21/2022,FY2122,Plumas,ICC,,1,MINUTES
11/21/2022,FY2122,Plumas,IHBS,,1,MEMBERS
11/21/2022,FY2122,Plumas,IHBS,,1,DOLLARS
11/21/2022,FY2122,Plumas,IHBS,,1,MINUTES
11/21/2022,FY2122,Plumas,MEDICATION_SUPPORT_SVCS,,1,MEMBERS
11/21/2022,FY2122,Plumas,MEDICATION_SUPPORT_SVCS,,1,DOLLARS
11/21/2022,FY2122,Plumas,MEDICATION_SUPPORT_SVCS,,1,MINUTES
11/21/2022,FY2122,Plumas,MENTAL_HEALTH_SVCS,,1,MEMBERS
11/21/2022,FY2122,Plumas,MENTAL_HEALTH_SVCS,,1,DOLLARS
11/21/2022,FY2122,Plumas,MENTAL_HEALTH_SVCS,,1,MINUTES
11/21/2022,FY2122,Riverside,ALL,3932,,MEMBERS
11/21/2022,FY2122,Riverside,ALL,12998239,,DOLLARS
11/21/2022,FY2122,Riverside,CASE_MANAGEMENT/BROKERAGE,164,,MEMBERS
11/21/2022,FY2122,Riverside,CASE_MANAGEMENT/BROKERAGE,30879,,MINUTES
11/21/2022,FY2122,Riverside,CASE_MANAGEMENT/BROKERAGE,75682,,DOLLARS
11/21/2022,FY2122,Riverside,CRISIS_INTERVENTION,26,,MEMBERS
11/21/2022,FY2122,Riverside,CRISIS_INTERVENTION,6251,,MINUTES
11/21/2022,FY2122,Riverside,CRISIS_INTERVENTION,23761,,DOLLARS
11/21/2022,FY2122,Riverside,ICC,3674,,MEMBERS
11/21/2022,FY2122,Riverside,ICC,3139285,,MINUTES
11/21/2022,FY2122,Riverside,ICC,6676937,,DOLLARS
11/21/2022,FY2122,Riverside,IHBS,1367,,MEMBERS
11/21/2022,FY2122,Riverside,IHBS,2277001,,MINUTES
11/21/2022,FY2122,Riverside,IHBS,4843987,,DOLLARS
11/21/2022,FY2122,Riverside,MEDICATION_SUPPORT_SVCS,233,,MEMBERS
11/21/2022,FY2122,Riverside,MEDICATION_SUPPORT_SVCS,56561,,MINUTES
11/21/2022,FY2122,Riverside,MEDICATION_SUPPORT_SVCS,325843,,DOLLARS
11/21/2022,FY2122,Riverside,MENTAL_HEALTH_SVCS,364,,MEMBERS
11/21/2022,FY2122,Riverside,MENTAL_HEALTH_SVCS,431870,,MINUTES
11/21/2022,FY2122,Riverside,MENTAL_HEALTH_SVCS,1051264,,DOLLARS
11/21/2022,FY2122,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MEMBERS
11/21/2022,FY2122,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,,1,DOLLARS
11/21/2022,FY2122,Riverside,THERAPEUTIC_BEHAVIORAL_SVCS,,1,MINUTES
11/21/2022,FY2122,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,MEMBERS
11/21/2022,FY2122,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,DAYS
11/21/2022,FY2122,STATE,ADULT_RESIDENTIAL_TX_SVCS,,1,DOLLARS
11/21/2022,FY2122,STATE,ALL,35976,,MEMBERS
11/21/2022,FY2122,STATE,ALL,306750774,,DOLLARS
11/21/2022,FY2122,STATE,CASE_MANAGEMENT/BROKERAGE,3614,,MEMBERS
11/21/2022,FY2122,STATE,CASE_MANAGEMENT/BROKERAGE,1308803,,MINUTES
11/21/2022,FY2122,STATE,CASE_MANAGEMENT/BROKERAGE,3809115,,DOLLARS
11/21/2022,FY2122,STATE,CRISIS_INTERVENTION,1083,,MEMBERS
11/21/2022,FY2122,STATE,CRISIS_INTERVENTION,307451,,MINUTES
11/21/2022,FY2122,STATE,CRISIS_INTERVENTION,1626380,,DOLLARS
11/21/2022,FY2122,STATE,CRISIS_RESIDENTIAL_TX_SVCS,23,,MEMBERS
11/21/2022,FY2122,STATE,CRISIS_RESIDENTIAL_TX_SVCS,417,,DAYS
11/21/2022,FY2122,STATE,CRISIS_RESIDENTIAL_TX_SVCS,208080,,DOLLARS
11/21/2022,FY2122,STATE,CRISIS_STABILIZATION,611,,MEMBERS
11/21/2022,FY2122,STATE,CRISIS_STABILIZATION,13771,,HOURS
11/21/2022,FY2122,STATE,CRISIS_STABILIZATION,2131699,,DOLLARS
11/21/2022,FY2122,STATE,FULL_DAY_REHAB,103,,MEMBERS
11/21/2022,FY2122,STATE,FULL_DAY_REHAB,58452,,HOURS
11/21/2022,FY2122,STATE,FULL_DAY_REHAB,1846216,,DOLLARS
11/21/2022,FY2122,STATE,FULL_DAY_TX_INTENSIVE,50,,MEMBERS
11/21/2022,FY2122,STATE,FULL_DAY_TX_INTENSIVE,46926,,HOURS
11/21/2022,FY2122,STATE,FULL_DAY_TX_INTENSIVE,1538974,,DOLLARS
11/21/2022,FY2122,STATE,ICC,32084,,MEMBERS
11/21/2022,FY2122,STATE,ICC,38547274,,MINUTES
11/21/2022,FY2122,STATE,ICC,97606414,,DOLLARS
11/21/2022,FY2122,STATE,IHBS,15052,,MEMBERS
11/21/2022,FY2122,STATE,IHBS,31112252,,MINUTES
11/21/2022,FY2122,STATE,IHBS,102338699,,DOLLARS
11/21/2022,FY2122,STATE,INPATIENT_ADMIN,,1,MEMBERS
11/21/2022,FY2122,STATE,INPATIENT_ADMIN,,1,DAYS
11/21/2022,FY2122,STATE,INPATIENT_ADMIN,,1,DOLLARS
11/21/2022,FY2122,STATE,MEDICATION_SUPPORT_SVCS,4748,,MEMBERS
11/21/2022,FY2122,STATE,MEDICATION_SUPPORT_SVCS,1737751,,MINUTES
11/21/2022,FY2122,STATE,MEDICATION_SUPPORT_SVCS,10850832,,DOLLARS
11/21/2022,FY2122,STATE,MENTAL_HEALTH_SVCS,9685,,MEMBERS
11/21/2022,FY2122,STATE,MENTAL_HEALTH_SVCS,21119793,,MINUTES
11/21/2022,FY2122,STATE,MENTAL_HEALTH_SVCS,71389694,,DOLLARS
11/21/2022,FY2122,STATE,PSYCHIATRIC_HEALTH_FACILITY,40,,MEMBERS
11/21/2022,FY2122,STATE,PSYCHIATRIC_HEALTH_FACILITY,1672,,DAYS
11/21/2022,FY2122,STATE,PSYCHIATRIC_HEALTH_FACILITY,1142271,,DOLLARS
11/21/2022,FY2122,STATE,SDMC_HOSPITAL_INPATIENT,33,,MEMBERS
11/21/2022,FY2122,STATE,SDMC_HOSPITAL_INPATIENT,194,,DAYS
11/21/2022,FY2122,STATE,SDMC_HOSPITAL_INPATIENT,570773,,DOLLARS
11/21/2022,FY2122,STATE,TFC,75,,MEMBERS
11/21/2022,FY2122,STATE,TFC,5907,,DAYS
11/21/2022,FY2122,STATE,TFC,1935817,,DOLLARS
11/21/2022,FY2122,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,732,,MEMBERS
11/21/2022,FY2122,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,3259108,,MINUTES
11/21/2022,FY2122,STATE,THERAPEUTIC_BEHAVIORAL_SVCS,9719230,,DOLLARS
11/21/2022,FY2122,Sacramento,ALL,2101,,MEMBERS
11/21/2022,FY2122,Sacramento,ALL,4116164,,DOLLARS
11/21/2022,FY2122,Sacramento,CASE_MANAGEMENT/BROKERAGE,106,,MEMBERS
11/21/2022,FY2122,Sacramento,CASE_MANAGEMENT/BROKERAGE,42830,,MINUTES
11/21/2022,FY2122,Sacramento,CASE_MANAGEMENT/BROKERAGE,87774,,DOLLARS
11/21/2022,FY2122,Sacramento,CRISIS_INTERVENTION,13,,MEMBERS
11/21/2022,FY2122,Sacramento,CRISIS_INTERVENTION,1458,,MINUTES
11/21/2022,FY2122,Sacramento,CRISIS_INTERVENTION,4877,,DOLLARS
11/21/2022,FY2122,Sacramento,ICC,2060,,MEMBERS
11/21/2022,FY2122,Sacramento,ICC,1106904,,MINUTES
11/21/2022,FY2122,Sacramento,ICC,2387792,,DOLLARS
11/21/2022,FY2122,Sacramento,IHBS,503,,MEMBERS
11/21/2022,FY2122,Sacramento,IHBS,340445,,MINUTES
11/21/2022,FY2122,Sacramento,IHBS,945476,,DOLLARS
11/21/2022,FY2122,Sacramento,MEDICATION_SUPPORT_SVCS,59,,MEMBERS
11/21/2022,FY2122,Sacramento,MEDICATION_SUPPORT_SVCS,25797,,MINUTES
11/21/2022,FY2122,Sacramento,MEDICATION_SUPPORT_SVCS,128169,,DOLLARS
11/21/2022,FY2122,Sacramento,MENTAL_HEALTH_SVCS,128,,MEMBERS
11/21/2022,FY2122,Sacramento,MENTAL_HEALTH_SVCS,206214,,MINUTES
11/21/2022,FY2122,Sacramento,MENTAL_HEALTH_SVCS,562076,,DOLLARS
11/21/2022,FY2122,San Benito,ALL,12,,MEMBERS
11/21/2022,FY2122,San Benito,ALL,11131,,DOLLARS
11/21/2022,FY2122,San Benito,ICC,,1,MEMBERS
11/21/2022,FY2122,San Benito,ICC,,1,DOLLARS
11/21/2022,FY2122,San Benito,ICC,,1,MINUTES
11/21/2022,FY2122,San Benito,IHBS,,1,MEMBERS
11/21/2022,FY2122,San Benito,IHBS,,1,DOLLARS
11/21/2022,FY2122,San Benito,IHBS,,1,MINUTES
11/21/2022,FY2122,San Bernardino,ADULT_RESIDENTIAL_TX_SVCS,,1,MEMBERS
11/21/2022,FY2122,San Bernardino,ADULT_RESIDENTIAL_TX_SVCS,,1,DAYS
11/21/2022,FY2122,San Bernardino,ADULT_RESIDENTIAL_TX_SVCS,,1,DOLLARS
11/21/2022,FY2122,San Bernardino,ALL,3889,,MEMBERS
11/21/2022,FY2122,San Bernardino,ALL,20810551,,DOLLARS
11/21/2022,FY2122,San Bernardino,CASE_MANAGEMENT/BROKERAGE,134,,MEMBERS
11/21/2022,FY2122,San Bernardino,CASE_MANAGEMENT/BROKERAGE,42894,,MINUTES
11/21/2022,FY2122,San Bernardino,CASE_MANAGEMENT/BROKERAGE,101612,,DOLLARS
11/21/2022,FY2122,San Bernardino,CRISIS_INTERVENTION,108,,MEMBERS
11/21/2022,FY2122,San Bernardino,CRISIS_INTERVENTION,20564,,MINUTES
11/21/2022,FY2122,San Bernardino,CRISIS_INTERVENTION,189891,,DOLLARS
11/21/2022,FY2122,San Bernardino,CRISIS_RESIDENTIAL_TX_SVCS,,1,MEMBERS
11/21/2022,FY2122,San Bernardino,CRISIS_RESIDENTIAL_TX_SVCS,,1,DAYS
11/21/2022,FY2122,San Bernardino,CRISIS_RESIDENTIAL_TX_SVCS,,1,DOLLARS
11/21/2022,FY2122,San Bernardino,CRISIS_STABILIZATION,52,,MEMBERS
11/21/2022,FY2122,San Bernardino,CRISIS_STABILIZATION,646,,HOURS
11/21/2022,FY2122,San Bernardino,CRISIS_STABILIZATION,64128,,DOLLARS
11/21/2022,FY2122,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,MEMBERS
11/21/2022,FY2122,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,DOLLARS
11/21/2022,FY2122,San Bernardino,FULL_DAY_TX_INTENSIVE,,1,HOURS
11/21/2022,FY2122,San Bernardino,ICC,3539,,MEMBERS
11/21/2022,FY2122,San Bernardino,ICC,2445853,,MINUTES
11/21/2022,FY2122,San Bernardino,ICC,5708772,,DOLLARS
11/21/2022,FY2122,San Bernardino,IHBS,636,,MEMBERS
11/21/2022,FY2122,San Bernardino,IHBS,1059112,,MINUTES
11/21/2022,FY2122,San Bernardino,IHBS,2708867,,DOLLARS
11/21/2022,FY2122,San Bernardino,MEDICATION_SUPPORT_SVCS,707,,MEMBERS
11/21/2022,FY2122,San Bernardino,MEDICATION_SUPPORT_SVCS,192899,,MINUTES
11/21/2022,FY2122,San Bernardino,MEDICATION_SUPPORT_SVCS,1307176,,DOLLARS
11/21/2022,FY2122,San Bernardino,MENTAL_HEALTH_SVCS,1242,,MEMBERS
11/21/2022,FY2122,San Bernardino,MENTAL_HEALTH_SVCS,3181736,,MINUTES
11/21/2022,FY2122,San Bernardino,MENTAL_HEALTH_SVCS,9584475,,DOLLARS
11/21/2022,FY2122,San Bernardino,PSYCHIATRIC_HEALTH_FACILITY,,1,MEMBERS
11/21/2022,FY2122,San Bernardino,PSYCHIATRIC_HEALTH_FACILITY,,1,DAYS
11/21/2022,FY2122,San Bernardino,PSYCHIATRIC_HEALTH_FACILITY,,1,DOLLARS
11/21/2022,FY2122,San Bernardino,TFC,,1,MEMBERS
11/21/2022,FY2122,San Bernardino,TFC,,1,DAYS
11/21/2022,FY2122,San Bernardino,TFC,,1,DOLLARS
11/21/2022,FY2122,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,110,,MEMBERS
11/21/2022,FY2122,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,351365,,MINUTES
11/21/2022,FY2122,San Bernardino,THERAPEUTIC_BEHAVIORAL_SVCS,1034570,,DOLLARS
11/21/2022,FY2122,San Diego,ALL,1274,,MEMBERS
11/21/2022,FY2122,San Diego,ALL,14464667,,DOLLARS
11/21/2022,FY2122,San Diego,CASE_MANAGEMENT/BROKERAGE,309,,MEMBERS
11/21/2022,FY2122,San Diego,CASE_MANAGEMENT/BROKERAGE,59047,,MINUTES
11/21/2022,FY2122,San Diego,CASE_MANAGEMENT/BROKERAGE,199730,,DOLLARS
11/21/2022,FY2122,San Diego,CRISIS_INTERVENTION,36,,MEMBERS
