iter	RMSE
792	0.04034252552
793	0.04032265321
794	0.04016674788
795	0.04005593859
796	0.04000849899
797	0.03990710881
798	0.03982235869
799	0.03973493252
800	0.03965537968
801	0.03949864183
802	0.03941882555
803	0.03939090621
804	0.03935303169
805	0.03930303562
806	0.03927283888
807	0.03926255986
808	0.03920305949
809	0.03918373623
810	0.03905787683
811	0.03894551533
812	0.03888210838
813	0.03882222245
814	0.03880237808
815	0.03872840895
816	0.03864152485
817	0.03852902749
818	0.03847305008
819	0.03837104163
820	0.03836646656
821	0.03827038826
822	0.03811469912
823	0.03805891797
824	0.03797382835
825	0.03796868866
826	0.03785336258
827	0.03775850131
828	0.03760299052
829	0.03744987765
830	0.03741651254
831	0.03738389013
832	0.03725887655
833	0.03720503211
834	0.03720065431
835	0.03708235025
836	0.03695660145
837	0.03695286613
838	0.03690819282
839	0.0368767264
840	0.03674233052
841	0.03669069164
842	0.03658583851
843	0.03655902992
844	0.03648271937
845	0.03636986478
846	0.03623006932
847	0.03615433054
848	0.03606261585
849	0.03605855471
850	0.03597990252
851	0.03584681971
852	0.03581363173
853	0.03566811407
854	0.03560380942
855	0.03558472034
856	0.03552599697
857	0.03547554847
858	0.03543619664
859	0.03535680333
860	0.03531006664
861	0.03516797407
862	0.03514504106
863	0.03508830674
864	0.03501915515
865	0.034970854
866	0.03490841819
867	0.03490439056
868	0.03479389725
869	0.03473621186
870	0.03456642611
871	0.03449226384
872	0.03448815281
873	0.03438240609
874	0.03429365558
875	0.03411884697
876	0.03399753905
877	0.03397435673
878	0.03386200227
879	0.03381665935
880	0.03377633154
881	0.03377344527
882	0.03365281634
883	0.03364206724
884	0.03354691958
885	0.03346265375
886	0.03340277071
887	0.03337268553
888	0.03336989738
889	0.03331796391
890	0.03329345277
891	0.03325853916
892	0.03316709569
893	0.03311327744
894	0.03302045358
895	0.03292191785
896	0.03287588124
897	0.03278033711
898	0.0326780933
899	0.03262222478
900	0.03250721605
901	0.03248277976
902	0.03241688425
903	0.0322991336
904	0.03221169937
905	0.03214312363
906	0.03213665359
907	0.03203300085
908	0.03196842648
909	0.03189928164
910	0.03180156692
911	0.03173201182
912	0.03163768707
913	0.03152866717
914	0.03144796568
915	0.03133921575
916	0.03130353616
917	0.03115639603
918	0.03109812116
919	0.03104081649
920	0.03093164845
921	0.03084775063
922	0.03076658077
923	0.03069927905
924	0.03062684286
925	0.03054105745
926	0.03050177409
927	0.03044403473
928	0.03033703874
929	0.03029748909
930	0.03022016971
931	0.03015512635
932	0.03007386168
933	0.03005062012
934	0.02999896694
935	0.02993436069
936	0.02989074721
937	0.02982932432
938	0.02978486587
939	0.02973417737
940	0.0296893429
941	0.02964888508
942	0.02962220876
943	0.02954553734
944	0.02950273596
945	0.02948388284
946	0.02947508207
947	0.02940653293
948	0.02940141296
949	0.02931883403
950	0.02924065976
951	0.02920849041
952	0.02916390855
953	0.02910311336
954	0.02902575345
955	0.02899899373
956	0.02897739399
957	0.02892105362
958	0.02888365365
959	0.02880618336
960	0.02874916253
961	0.02866467595
962	0.02862056391
963	0.02857571885
964	0.02851628969
965	0.02845747514
966	0.02838716266
967	0.02834332775
968	0.02829470902
969	0.02823287935
970	0.02818201068
971	0.02805252464
972	0.02801265088
973	0.02798069419
974	0.0279107
975	0.02784951446
976	0.02778261813
977	0.02771986117
978	0.02765372311
979	0.02759548161
980	0.02753232543
981	0.02745626884
982	0.02742506963
983	0.02732877103
984	0.02727019449
985	0.02723090325
986	0.02713130259
987	0.02705395216
988	0.02699241093
989	0.02695563347
990	0.02687722407
991	0.02687076958
992	0.0268671158
993	0.02678006148
994	0.02675676759
995	0.0266815219
996	0.0266775801
997	0.0266318277
998	0.0266063869
999	0.02650314477
53
998	0.01683555543
999	0.01676660435
